n_samples,trial,mode,region,rel_err,neg_frac,rel_los,rel_trv,rel_R,rel_z,rel_phi
50,0,LOS+Sun+rho,gc15,0.25352245569229126,0.02734375,0.1084497720003128,0.21316111087799072,0.12350767850875854,0.1627679020166397,0.08382658660411835
50,1,3D,sun4,0.041743069887161255,0.021484375,0.020782845094799995,0.032589368522167206,0.018866324797272682,0.03249616175889969,0.009650417603552341
50,1,LOS,sun4,0.08235543221235275,0.00390625,0.025432664901018143,0.07297457009553909,0.02460794895887375,0.0726507306098938,0.012117949314415455
50,1,LOS+Sun,sun4,0.07044912874698639,0.005859375,0.01791517436504364,0.06418505311012268,0.011126423254609108,0.06501241028308868,0.010936569422483444
50,1,LOS+rho,sun4,0.06969523429870605,0.0,0.01583952270448208,0.06478442251682281,0.010748633183538914,0.063359834253788,0.01309738215059042
50,1,LOS+Sun+rho,sun4,0.0645373985171318,0.0,0.014132175594568253,0.06033018231391907,0.011168694123625755,0.05928558111190796,0.009604861959815025
50,1,3D,sun15,0.3845122456550598,0.205078125,0.19811619818210602,0.2918599247932434,0.24488377571105957,0.2049204409122467,0.09740070253610611
50,1,LOS,sun15,0.49472182989120483,0.169921875,0.21405518054962158,0.387775182723999,0.22765865921974182,0.3221589922904968,0.1474304497241974
50,1,LOS+Sun,sun15,0.4283900260925293,0.16796875,0.19205594062805176,0.3308259844779968,0.1943405568599701,0.2821139395236969,0.1233687773346901
50,1,LOS+rho,sun15,0.3476295471191406,0.072265625,0.15089528262615204,0.27905842661857605,0.15778520703315735,0.2320495843887329,0.10985316336154938
50,1,LOS+Sun+rho,sun15,0.34126120805740356,0.072265625,0.1485523283481598,0.27626290917396545,0.15779346227645874,0.21939398348331451,0.11848001182079315
50,1,3D,gc15,0.32530248165130615,0.173828125,0.15592968463897705,0.26207730174064636,0.19939188659191132,0.18376754224300385,0.09297505766153336
50,1,LOS,gc15,0.4571138918399811,0.150390625,0.18172043561935425,0.3785463869571686,0.2027045041322708,0.30093514919281006,0.15303584933280945
50,1,LOS+Sun,gc15,0.3882687985897064,0.134765625,0.15557099878787994,0.3229588270187378,0.1669130027294159,0.26307442784309387,0.12553976476192474
50,1,LOS+rho,gc15,0.301996111869812,0.07421875,0.10650363564491272,0.2665959298610687,0.12250664085149765,0.2150373011827469,0.1028619036078453
50,1,LOS+Sun+rho,gc15,0.3006899356842041,0.078125,0.11089027673006058,0.262786328792572,0.12896326184272766,0.2041231244802475,0.11018824577331543
50,2,3D,sun4,0.03068949654698372,0.015625,0.013740284368395805,0.02554277889430523,0.01767563261091709,0.021597126498818398,0.004502513445913792
50,2,LOS,sun4,0.05936875194311142,0.001953125,0.012111046351492405,0.05618370696902275,0.01298471074551344,0.053885966539382935,0.007338082883507013
50,2,LOS+Sun,sun4,0.05884626880288124,0.0,0.011843811720609665,0.05569625273346901,0.013801150023937225,0.05373774841427803,0.006700686179101467
50,2,LOS+rho,sun4,0.0574357733130455,0.0,0.011162495240569115,0.05492428317666054,0.016022155061364174,0.05163264274597168,0.006708708591759205
50,2,LOS+Sun+rho,sun4,0.06588847935199738,0.0,0.014379600994288921,0.062472421675920486,0.018417920917272568,0.05832306295633316,0.009124038740992546
50,2,3D,sun15,0.3223591446876526,0.3046875,0.1779186874628067,0.23431576788425446,0.18189017474651337,0.20000852644443512,0.08995897322893143
50,2,LOS,sun15,0.19609157741069794,0.06640625,0.1038089469075203,0.14426499605178833,0.10553229600191116,0.11434859782457352,0.05997960641980171
50,2,LOS+Sun,sun15,0.19809097051620483,0.0859375,0.1118999719619751,0.1410035789012909,0.11654973030090332,0.10621698945760727,0.062221065163612366
50,2,LOS+rho,sun15,0.23685182631015778,0.029296875,0.1369657963514328,0.1679743528366089,0.14936843514442444,0.12485335767269135,0.06768935918807983
50,2,LOS+Sun+rho,sun15,0.23881976306438446,0.029296875,0.13208548724651337,0.17310626804828644,0.13993100821971893,0.13465526700019836,0.07052667438983917
50,2,3D,gc15,0.302997887134552,0.228515625,0.1689371019601822,0.22087310254573822,0.16913923621177673,0.18466219305992126,0.09445856511592865
50,2,LOS,gc15,0.1578097641468048,0.01953125,0.0702008306980133,0.13085752725601196,0.07380285859107971,0.09992802143096924,0.05947495251893997
50,2,LOS+Sun,gc15,0.17030544579029083,0.052734375,0.09138661623001099,0.12951190769672394,0.09728296101093292,0.09315382689237595,0.06005311384797096
